gbifID,species,decimalLongitude,decimalLatitude
1464751566,Anthropoides virgo,16.54795,59.93833
3918092956,Anthropoides virgo,15.37433,59.17648
3918398515,Anthropoides virgo,16.45688,59.70612
3919141974,Anthropoides virgo,15.40662,59.20629
3918889027,Anthropoides virgo,15.42292,59.19607
3920155330,Anthropoides virgo,15.38242,59.16132
3917944011,Anthropoides virgo,15.41841,59.20333
4173219377,Anthropoides virgo,-1.5652,48.8133
1883131606,Anthropoides virgo,10.265678,63.33152
3917393922,Anthropoides virgo,15.41841,59.20333
3918541043,Anthropoides virgo,14.61481,61.09436
3917501941,Anthropoides virgo,15.42292,59.19607
3919859646,Anthropoides virgo,16.46462,59.51729
3918108079,Anthropoides virgo,16.48436,59.706
3919675580,Anthropoides virgo,15.42292,59.19607
3917751146,Anthropoides virgo,15.38242,59.16132
3919284181,Anthropoides virgo,15.38242,59.16132
3918632923,Anthropoides virgo,18.20848,59.58641
3917651736,Anthropoides virgo,16.48436,59.706
1474329577,Anthropoides virgo,15.37575,59.16435
2402278924,Anthropoides virgo,16.470835,68.799284
1883110556,Anthropoides virgo,10.265678,63.33152
1883081556,Anthropoides virgo,10.265678,63.33152
1882927014,Anthropoides virgo,10.265678,63.33152
1882903036,Anthropoides virgo,10.263063,63.336794
2404942772,Anthropoides virgo,9.877875,59.135212
2411790712,Anthropoides virgo,9.877875,59.135212
1882992941,Anthropoides virgo,10.169279,63.315949
2405142529,Anthropoides virgo,9.877875,59.135212
2410506555,Anthropoides virgo,9.877875,59.135212
2416717580,Anthropoides virgo,9.877875,59.135212
3919242900,Anthropoides virgo,15.38242,59.16132
3920106862,Anthropoides virgo,15.38242,59.16132
3920479720,Anthropoides virgo,15.41841,59.20333
3917651759,Anthropoides virgo,15.42292,59.19607
1470779966,Anthropoides virgo,17.63209,65.40608
3918038843,Anthropoides virgo,15.41841,59.20333
3920125753,Anthropoides virgo,15.41841,59.20333
1970812096,Anthropoides virgo,5.85,52.8
1957019712,Anthropoides virgo,5.35,51.95
1955617893,Anthropoides virgo,4.9,52
3718351534,Anthropoides virgo,5,52.55
1174926467,Anthropoides virgo,-121.44374,38.157692
1686090648,Anthropoides virgo,11.94047,54.64488
4466618157,Anthropoides virgo,-2.4092,51.7384
4466572809,Anthropoides virgo,-1.9264,53.0609
3917867762,Anthropoides virgo,15.42292,59.19607
3918543553,Anthropoides virgo,12.96537,55.44371
3440827071,Anthropoides virgo,25.219964,64.877941
1970493843,Anthropoides virgo,5.85,51.4
1970505473,Anthropoides virgo,5.85,51.4
3717356705,Anthropoides virgo,5.2,51.85
1957019639,Anthropoides virgo,5.35,51.95
3996183316,Anthropoides virgo,6.15,52.15
2407819649,Anthropoides virgo,9.877875,59.135212
1686109160,Anthropoides virgo,11.92219,54.65975
2403047847,Anthropoides virgo,9.877875,59.135212
2410312104,Anthropoides virgo,9.916601,59.107629
1882965234,Anthropoides virgo,10.235171,63.331807
2406819178,Anthropoides virgo,9.916601,59.107629
1883076399,Anthropoides virgo,10.285099,63.331524
4955030168,Anthropoides virgo,18.20848,59.58641
3919817178,Anthropoides virgo,15.38242,59.16132
3919607743,Anthropoides virgo,15.41841,59.20333
3918921945,Anthropoides virgo,15.41846,59.17013
3920132384,Anthropoides virgo,15.41841,59.20333
3993607711,Anthropoides virgo,18.20848,59.58641
3918774687,Anthropoides virgo,15.40662,59.20629
3919202948,Anthropoides virgo,18.20848,59.58641
3919007121,Anthropoides virgo,18.20848,59.58641
3919756482,Anthropoides virgo,15.38242,59.16132
3919992461,Anthropoides virgo,15.44386,59.20164
2400597240,Anthropoides virgo,9.877875,59.135212
2412227492,Anthropoides virgo,9.877875,59.135212
2410082474,Anthropoides virgo,9.877875,59.135212
2406577688,Anthropoides virgo,5.554131,58.665485
2402596639,Anthropoides virgo,9.877875,59.135212
2834540824,Anthropoides virgo,5.1,52.65
3720019788,Anthropoides virgo,4.85,52.65
1956951642,Anthropoides virgo,5.35,51.95
2837086362,Anthropoides virgo,5.4,51.75
2833176329,Anthropoides virgo,21.088095,47.6477
3727737171,Anthropoides virgo,5,52.55
3996038874,Anthropoides virgo,6.15,52.15
4548345820,Anthropoides virgo,1.44583,48.4629
3919453898,Anthropoides virgo,15.37433,59.17648
3918553436,Anthropoides virgo,15.42292,59.19607
3918038939,Anthropoides virgo,15.40662,59.20629
3918716752,Anthropoides virgo,16.48436,59.706
1957022515,Anthropoides virgo,5.35,51.95
1956042543,Anthropoides virgo,4.85,51.65
1955486349,Anthropoides virgo,4.9,52.1
3541554729,Anthropoides virgo,19.14539,47.1583
1883171222,Anthropoides virgo,10.25991,63.33248
2398387663,Anthropoides virgo,9.916601,59.107629
2398038930,Anthropoides virgo,29.206979,70.007254
1883021248,Anthropoides virgo,10.25338,63.335782
2006167633,Anthropoides virgo,10.218444,63.338539
3995049053,Anthropoides virgo,6.15,52.15
2843505264,Anthropoides virgo,4.5,52.2
2844894381,Anthropoides virgo,4.45,52.2
2838862107,Anthropoides virgo,4.45,52.2
3918050805,Anthropoides virgo,15.41841,59.20333
3919526976,Anthropoides virgo,18.20701,59.59374
3918463398,Anthropoides virgo,15.42292,59.19607
1956658586,Anthropoides virgo,5.35,51.95
2838488892,Anthropoides virgo,4.45,52.2
3716207422,Anthropoides virgo,4.45,52.2
3726235336,Anthropoides virgo,5.2,51.85
2837212590,Anthropoides virgo,4.45,52.2
3729657352,Anthropoides virgo,5.1,51.6
2838858640,Anthropoides virgo,4.45,52.2
3917688309,Anthropoides virgo,18.20848,59.58641
1686116641,Anthropoides virgo,11.84777,54.67646
1688639177,Anthropoides virgo,11.99563,54.71528
1686117831,Anthropoides virgo,11.84512,54.67546
1686100561,Anthropoides virgo,11.94047,54.64488
1686092686,Anthropoides virgo,11.92219,54.65975
1686117325,Anthropoides virgo,11.91959,54.67479
2410910720,Anthropoides virgo,9.877875,59.135212
1883081764,Anthropoides virgo,10.265678,63.33152
2400399850,Anthropoides virgo,9.877875,59.135212
2403082253,Anthropoides virgo,9.877875,59.135212
1883217151,Anthropoides virgo,10.263063,63.336794
1882939774,Anthropoides virgo,10.263063,63.336794
1883193150,Anthropoides virgo,10.235171,63.331807
1428778419,Anthropoides virgo,15.37433,59.17648
3919852972,Anthropoides virgo,15.41841,59.20333
1883094843,Anthropoides virgo,10.265678,63.33152
2403697189,Anthropoides virgo,9.877875,59.135212
3918193192,Anthropoides virgo,15.40662,59.20629
3919501707,Anthropoides virgo,18.20496,59.57771
1686098393,Anthropoides virgo,11.93673,54.65894
1686127290,Anthropoides virgo,11.83752,54.6672
1686116232,Anthropoides virgo,11.83752,54.6672
1686091838,Anthropoides virgo,11.94047,54.64488
3825035109,Anthropoides virgo,5.4,51.75
3726059007,Anthropoides virgo,5.2,51.85
2838715598,Anthropoides virgo,5.25,51.75
1686110059,Anthropoides virgo,11.93412,54.65701
1686090581,Anthropoides virgo,11.93523,54.65813
3732493539,Anthropoides virgo,5.7,51.2
1957016257,Anthropoides virgo,5.35,51.95
3995040682,Anthropoides virgo,6.15,52.15
3728143595,Anthropoides virgo,5.05,51.6
3726444431,Anthropoides virgo,5.2,51.85
3716390097,Anthropoides virgo,6.8,52.1
2843378697,Anthropoides virgo,4.45,52.2
2842681995,Anthropoides virgo,5.1,52.65
2839083789,Anthropoides virgo,1.663485,50.496231
3995097208,Anthropoides virgo,6.15,52.15
1969016318,Anthropoides virgo,4.95,52.25
3996957973,Anthropoides virgo,6.15,52.15
1959518729,Anthropoides virgo,5.6,51.35
3996351394,Anthropoides virgo,6.15,52.15
1957007336,Anthropoides virgo,5.35,51.95
3917463585,Anthropoides virgo,18.20848,59.58641
4291246860,Anthropoides virgo,0.131836,53.588226
1957025335,Anthropoides virgo,5.35,51.95
2835104266,Anthropoides virgo,6.1,53.3
3729853418,Anthropoides virgo,4.9,52.65
2834416697,Anthropoides virgo,4.45,52.2
1960942144,Anthropoides virgo,4,51.9
2834331629,Anthropoides virgo,4.45,52.2
2845078700,Anthropoides virgo,4.45,52.2
3727395525,Anthropoides virgo,5.05,51.6
3917983664,Anthropoides virgo,16.48436,59.706
3917465429,Anthropoides virgo,18.20701,59.59374
3919070389,Anthropoides virgo,18.20848,59.58641
1956977339,Anthropoides virgo,5.35,51.95
3996590267,Anthropoides virgo,6.15,52.15
3995851971,Anthropoides virgo,6.15,52.15
2843038063,Anthropoides virgo,4.45,52.2
2842460979,Anthropoides virgo,4.45,52.2
2837330484,Anthropoides virgo,4.45,52.2
1970665276,Anthropoides virgo,5.35,51.55
1957013903,Anthropoides virgo,5.35,51.95
3728336568,Anthropoides virgo,5.2,51.85
1957006676,Anthropoides virgo,5.35,51.95
1686092923,Anthropoides virgo,11.93527,54.65805
1686091276,Anthropoides virgo,11.94047,54.64488
1686092320,Anthropoides virgo,11.93645,54.65866
1686110006,Anthropoides virgo,11.92219,54.65975
1686104309,Anthropoides virgo,11.83752,54.6672
1686481306,Anthropoides virgo,11.92219,54.65975
1570673660,Anthropoides virgo,5.37118,50.92235
1570673647,Anthropoides virgo,4.77483,51.26483
1570673659,Anthropoides virgo,4.77566,51.26581
1570625652,Anthropoides virgo,3.54627,50.95215
2235243540,Anthropoides virgo,3.62622,50.9999
2235239102,Anthropoides virgo,3.62564,50.99981
2235238061,Anthropoides virgo,3.5476,50.9443
2235240349,Anthropoides virgo,4.7817,51.27526
2235240133,Anthropoides virgo,5.71409,50.91543
4925632303,Anthropoides virgo,5.10567,51.14922
1570673653,Anthropoides virgo,4.77547,51.26445
1570673648,Anthropoides virgo,4.77649,51.26605
2235238613,Anthropoides virgo,3.63913,50.98744
2235239692,Anthropoides virgo,3.62405,50.9992
2235239487,Anthropoides virgo,3.62564,50.99981
2235240120,Anthropoides virgo,3.55999,50.97992
2235238583,Anthropoides virgo,3.52859,50.93439
1570673658,Anthropoides virgo,5.33652,50.86069
1570673645,Anthropoides virgo,4.77463,51.26493
1570625680,Anthropoides virgo,3.54594,50.95218
1570673649,Anthropoides virgo,4.61214,51.42569
2235239517,Anthropoides virgo,4.3003,51.06887
2235238540,Anthropoides virgo,3.62564,50.99981
2235240438,Anthropoides virgo,3.52872,50.93413
3748627587,Anthropoides virgo,4.76353,50.93435
1570673667,Anthropoides virgo,4.77651,51.26587
1570673675,Anthropoides virgo,4.77514,51.26624
1570673670,Anthropoides virgo,4.77552,51.26516
2235238439,Anthropoides virgo,3.62564,50.99981
2235239078,Anthropoides virgo,3.62564,50.99981
2235239135,Anthropoides virgo,3.62576,51.00033
2235238933,Anthropoides virgo,3.52658,50.93475
1570673635,Anthropoides virgo,5.32116,50.84835
1570673642,Anthropoides virgo,5.31266,50.84855
1570673637,Anthropoides virgo,4.77501,51.26478
1570673665,Anthropoides virgo,4.77532,51.26516
1570625664,Anthropoides virgo,4.05012,50.88146
1570673686,Anthropoides virgo,4.61105,51.42454
2235239277,Anthropoides virgo,4.6415,51.1802
2235239118,Anthropoides virgo,3.62564,50.99981
2235240068,Anthropoides virgo,4.5643,50.9627
2235240399,Anthropoides virgo,3.62564,50.99981
2235238736,Anthropoides virgo,3.62564,50.99981
2235238818,Anthropoides virgo,3.59121,50.99264
2235238464,Anthropoides virgo,3.52092,50.93143
2235239066,Anthropoides virgo,4.49251,51.35155
3436698479,Anthropoides virgo,3.35339,51.23954
3699110938,Anthropoides virgo,4.75433,50.93349
4604618576,Anthropoides virgo,3.04673,50.81341
1570673644,Anthropoides virgo,4.77506,51.26493
1570673661,Anthropoides virgo,4.7766,51.26565
1954221919,Anthropoides virgo,5.55,51.95
3995120855,Anthropoides virgo,6.15,52.15
1957011794,Anthropoides virgo,5.35,51.95
3714705174,Anthropoides virgo,5.35,51.95
1019035636,Anthropoides virgo,-90,43.75
1019035547,Anthropoides virgo,-90,43.75
2844822102,Anthropoides virgo,4.45,52.2
1957463877,Anthropoides virgo,5.75,51.35
1957026897,Anthropoides virgo,5.35,51.95
1956984060,Anthropoides virgo,5.35,51.95
1956921217,Anthropoides virgo,5.35,51.95
2845247113,Anthropoides virgo,4.45,52.2
2842184633,Anthropoides virgo,4.45,52.2
3997335887,Anthropoides virgo,-6.410679,36.696011
2845600018,Anthropoides virgo,4.45,52.2
2843559435,Anthropoides virgo,5.4,51.75
2845064831,Anthropoides virgo,4.45,52.2
2844831460,Anthropoides virgo,4.45,52.2
1974210125,Anthropoides virgo,5.95,51.05
3919853055,Anthropoides virgo,15.38242,59.16132
3917651719,Anthropoides virgo,16.48436,59.706
3919236555,Anthropoides virgo,18.20848,59.58641
3918211387,Anthropoides virgo,15.3916,59.17226
3917501972,Anthropoides virgo,15.42292,59.19607
4976854000,Anthropoides virgo,18.20848,59.58641
4014004183,Anthropoides virgo,15.42292,59.19607
3917691375,Anthropoides virgo,18.20701,59.59374
2808382853,Anthropoides virgo,15.37433,59.17648
3917885462,Anthropoides virgo,15.41841,59.20333
3919623461,Anthropoides virgo,15.37433,59.17648
3918163024,Anthropoides virgo,15.30985,59.17981
3918216506,Anthropoides virgo,16.48436,59.706
3917967653,Anthropoides virgo,15.40662,59.20629
3918072686,Anthropoides virgo,12.96147,55.45281
3917937833,Anthropoides virgo,18.20848,59.58641
3918139770,Anthropoides virgo,15.38242,59.16132
1882914638,Anthropoides virgo,10.218444,63.338539
2401797708,Anthropoides virgo,9.877875,59.135212
2549606062,Anthropoides virgo,10.265678,63.33152
1883022621,Anthropoides virgo,10.263063,63.336794
1933140900,Anthropoides virgo,10.223852,63.3413
2544037643,Anthropoides virgo,9.916601,59.107629
1686092088,Anthropoides virgo,11.92219,54.65975
1883039643,Anthropoides virgo,10.263063,63.336794
3917674096,Anthropoides virgo,18.23874,59.56103
3919811875,Anthropoides virgo,15.37433,59.17648
3920191476,Anthropoides virgo,12.96147,55.45281
3919852996,Anthropoides virgo,15.38242,59.16132
3918295251,Anthropoides virgo,15.42292,59.19607
3917944031,Anthropoides virgo,15.41841,59.20333
3919688591,Anthropoides virgo,15.42292,59.19607
3917479130,Anthropoides virgo,18.20701,59.59374
2833819168,Anthropoides virgo,5.25,51.8
3996063645,Anthropoides virgo,6.15,52.15
2844763927,Anthropoides virgo,4.45,52.2
2844871846,Anthropoides virgo,4.45,52.2
1966041609,Anthropoides virgo,6.9,52.15
1968507472,Anthropoides virgo,4.55,52.15
3996622262,Anthropoides virgo,6.15,52.15
3995187365,Anthropoides virgo,6.15,52.15
3997280268,Anthropoides virgo,6.15,52.15
2839441440,Anthropoides virgo,5.2,51.8
1957000651,Anthropoides virgo,5.35,51.95
3997002372,Anthropoides virgo,6.15,52.15
2844383288,Anthropoides virgo,4.45,52.2
2842069108,Anthropoides virgo,4.45,52.2
1957002484,Anthropoides virgo,5.35,51.95
1966758983,Anthropoides virgo,5.4,51.75
2844999583,Anthropoides virgo,4.45,52.2
3995199431,Anthropoides virgo,6.15,52.15
3728934583,Anthropoides virgo,5.05,51.6
1957022316,Anthropoides virgo,5.35,51.95
3996155776,Anthropoides virgo,6.15,52.15
2835172172,Anthropoides virgo,5.2,51.8
3919060161,Anthropoides virgo,15.38242,59.16132
3918306822,Anthropoides virgo,18.07746,59.53628
3919963870,Anthropoides virgo,16.45688,59.70612
3919852978,Anthropoides virgo,15.41841,59.20333
